id,title,overview,release_date,original_title,poster_path,backdrop_path,vote_average,vote_count,popularity,adult,view_cnt
335787,언차티드,"평범한 삶을 살던 네이선은 인생을 바꿀 뜻밖의 제안을 받는다. 그의 미션은 크루와 함께 사라진 형과 500년 전 잃어버린 천문학적인 가치를 지닌 트레져를 찾아내는 것. 그러나 몬카다의 위협 속, 누구보다 빠르게 미지의 세계에 닿기 위해 결단을 내려야만 하는데…",2022-02-16,Uncharted,/2R8smeSDkPx6TKIRveKPXi0JVI6.jpg,/aEGiJJP91HsKVTEPy1HhmN0wRLm.jpg,7.2,1946,4274.019,FALSE,0
414906,더 배트맨,"지난 2년 간 고담시의 어둠 속에서 범법자들을 응징하며 배트맨으로 살아온 브루스 웨인. 알프레드와 제임스 고든 경위의 도움 아래 그는 도시의 부패한 공직자들과 고위 관료들 사이에서 복수의 화신으로 활약한다. 고담의 시장 선거를 앞두고 고담의 엘리트 집단을 목표로 잔악한 연쇄살인을 저지르는 수수께끼 킬러 리들러가 나타나자, 최고의 탐정 브루스 웨인이 수사에 나서고 남겨진 단서를 풀어가며 캣우먼, 펭귄, 카마인 팔코네, 리들러를 차례대로 만난다. 사이코 범인의 미스터리를 수사하면서 그 모든 증거가 자신을 향한 의도적인 메시지였음을 깨닫고,  리들러에게 농락 당한 배트맨은 광기에 사로잡힌다. 범인의 무자비한 계획을 막고 오랫동안 고담시를 썩게 만든 권력 부패의 고리를 끊어야 하지만, 부모님의 죽음에 얽힌 진실이 밝혀지자 복수와 정의 사이에서 갈등하는데...",2022-03-01,The Batman,/bCz71ysciwNL2xddSm25ufrgZ7V.jpg,/xHrp2pq73oi9D64xigPjWW1wcz1.jpg,7.8,4572,3923.239,FALSE,0
453395,닥터 스트레인지: 대혼돈의 멀티버스,"끝없이 균열되는 차원과 뒤엉킨 시공간의 멀티버스가 열리며 오랜 동료들, 그리고 차원을 넘어 들어온 새로운 존재들을 맞닥뜨리게 된 닥터 스트레인지. 대혼돈 속, 그는 예상치 못한 극한의 적과 맞서 싸워야만 하는데….",2022-05-04,Doctor Strange in the Multiverse of Madness,/vL5ktZauR0fZMDOHKjakb1idhuU.jpg,/AdyJH8kDm8xT8IKTlgpEC15ny4u.jpg,7.5,1573,3770.076,FALSE,0
628900,더 컨트랙터,"특수부대 중사 출신 ‘제임스 하퍼’는 전역을 명 받고 법의 테두리 밖에서 국가에 충성하는 극비 조직에 합류한다. 그에게 주어진 첫번째 미션은, 전세계를 혼란에 빠뜨릴 바이러스 테러를 막는 것. 그러나, 미션 수행 도중 거대한 음모에 휘말리게 되고 충격과 위기를 겪게 되는데… 더 이상 물러설 곳은 없다.  모든 것을 건, 새로운 미션이 시작된다!",2022-04-28,The Contractor,/fZid9LbFTZV7NjM0qMwL1mPjhqu.jpg,/figlwUsXXFehX3IebdjqNLV6vWk.jpg,6.6,231,2936.309,FALSE,0
634649,스파이더맨: 노 웨이 홈,‘미스테리오’의 계략으로 세상에 정체가 탄로난 스파이더맨 ‘피터 파커’는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 ‘닥터 스트레인지’를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. ‘닥터 옥토퍼스’를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 ‘피터 파커’는 사상 최악의 위기를 맞게 되는데…,2021-12-15,Spider-Man: No Way Home,/voddFVdjUoAtfoZZp2RUmuZILDI.jpg,/iQFcwSGbZXMkeyKrxbPnwnRo5fl.jpg,8.1,12795,3425.572,FALSE,0
508947,메이의 새빨간 비밀,"엄마의 착한 딸, 아니면 미운 13살? 성적도 우수하고 친구들과 사이도 좋은 데다 부모와도 친밀한 관계를 유지하고 있는, 똑 부러지면서도 엉뚱한 매력의 소유자 메이는 요즘 질풍노도의 시기를 겪느라 고민이 많다. 이 나이에 엄마의 과잉보호를 받자니 스트레스가 이만저만이 아닌 데다, 관심사, 인간관계, 신체 등 그녀의 모든 것이 변하고 있기 때문. 그런데 이 와중에 흥분하면 거대한 레서판다로 변신하는 비밀까지 떠안게 되다니! 아침도 먹어야 하고 학교도 가야 하는데, 이 엄청난 비밀을 어떻게 숨겨야 할까?",2022-03-11,Turning Red,/hsOhOcX7qDy7bPwbrt1OoITngrf.jpg,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,7.4,2127,2475.131,FALSE,0
406759,문폴,"궤도를 이탈한 달이 지구를 향해 떨어지기 시작하면서 지구의 중력과 모든 물리적인 법칙이 붕괴된다. 거대한 해일과 지진, 화산폭발, 쓰나미와 이상기후까지 상상조차 불가능했던 모든 재난으로 전 세계는 공포와 혼란에 빠진다. 달과 충돌까지 남은 시간은 단 30일. NASA 연구원 파울러, 전직 우주 비행사 브라이언, 그리고 우주 덕후 KC는 달을 막을 방법을 찾기 위해 마지막 우주선에 오른다.",2022-03-16,Moonfall,/2xmJCxrt5t2dFhvwvmxZ5Cy577j.jpg,/9Ngw106BLlNJ4iVpRHlrDfaLpCV.jpg,6.5,1013,2463.964,FALSE,0
284052,닥터 스트레인지,"오만함과 실력 모두 최고인 신경외과 의사 닥터 스티븐 스트레인지는 운전 중에 핸드폰을 한 대가로 두 손의 신경이 끊어지는 심각한 부상을 입고 큰 상심에 빠진다. 게다가 모난 말들로 사랑하는 여인 크리스틴 팔머마저 그의 곁을 떠나게 만든다. 그는 치료를 위해 히말라야의 영적 지도자, 에인션트 원을 만나 마지막 희망을 걸고 수련을 시작한다. 스트레인지는 빠르게 마법을 터득해 나가는 동시에 세계의 작동원리와 우주를 정복하려는 도르마무 일당의 계략을 알게 된다.",2016-10-26,Doctor Strange,/xA7ic72L0mejJX1SYMU38F7wwiF.jpg,/eQN31P4IEhyp6NkdccvppJnyuJ4.jpg,7.4,18961,2028.697,FALSE,0
752623,로스트 시티,전설의 트레저를 차지하기 위해 재벌 페어팩스(다니엘 래드클리프)는  유일한 단서를 알고 있는 베스트셀러 작가 로레타(산드라 블록)를 납치하게 된다.  어쩔 수 없는 비지니스 관계로 사라진 그녀를 찾아야만 하는 책 커버모델 앨런(채닝 테이텀)은  의문의 파트너(브래드 피트)와 함께 위험한 섬에서 그녀를 구하고 무사히 탈출해야만 하는데…  적과 자연의 위험이 도사리는 일촉즉발 화산섬.,2022-04-20,The Lost City,/8kZapNBZYGJu7AUbJVBDMmQgO1D.jpg,/A3bsT0m1um6tvcmlIGxBwx9eAxn.jpg,6.7,553,2962.142,FALSE,0
763285,앰뷸런스,"인생 역전을 위해 완벽한 범죄를 설계한 형 대니와 아내의 수술비를 마련해야만 하는 동생 윌, 함께 자랐지만 서로 다른 인생을 살아온 두 형제는 각기 다른 목적을 위해 인생을 바꿀 위험한 계획에 뛰어들게 된다. 그러나 한 순간의 잘못된 선택으로 인해 모든 계획이 틀어지게 된 두 형제는 구급대원 캠과 부상당한 경찰이 탑승한 앰뷸런스를 탈취해 LA 역사상 가장 위험한 질주를 하게 되는데....",2022-04-06,Ambulance,/t28iy60uX4sRZhKo2MMxCKyQw1a.jpg,/dW3fQJrshh2wYDoW4HUA7ZabsN1.jpg,7,585,2011.934,FALSE,0
